frame,x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20,x21,y21,z21,x22,y22,z22,x23,y23,z23,x24,y24,z24,x25,y25,z25,x26,y26,z26,x27,y27,z27,x28,y28,z28,x29,y29,z29,x30,y30,z30,x31,y31,z31,x32,y32,z32
0,0.025394786149263382,-0.6179861426353455,-0.2923218011856079,0.029176771640777588,-0.6586570739746094,-0.2712942659854889,0.02947043627500534,-0.6590044498443604,-0.2705787420272827,0.029523517936468124,-0.6592946648597717,-0.27119120955467224,-0.0034025758504867554,-0.6521235108375549,-0.2747976779937744,-0.0028589442372322083,-0.6526626944541931,-0.27568331360816956,-0.0031829848885536194,-0.653859555721283,-0.2752785086631775,0.06334924697875977,-0.64518803358078,-0.15658648312091827,-0.08250261843204498,-0.6244543194770813,-0.18213090300559998,0.04277605190873146,-0.5923145413398743,-0.253635972738266,0.00043523311614990234,-0.5841914415359497,-0.25950515270233154,0.16597090661525726,-0.44125255942344666,-0.04791833460330963,-0.161756694316864,-0.4298303723335266,-0.1456536501646042,0.23199273645877838,-0.23160628974437714,0.01636422984302044,-0.21403059363365173,-0.19846367835998535,-0.15085697174072266,0.342303603887558,-0.05315269157290459,-0.0658828541636467,-0.10782399028539658,-0.023605138063430786,-0.24194040894508362,0.37030482292175293,0.014898853376507759,-0.0779152661561966,-0.07448941469192505,0.04965784400701523,-0.2644561529159546,0.3632320165634155,0.014193788170814514,-0.11284608393907547,-0.03940362110733986,0.025772299617528915,-0.28353941440582275,0.34078076481819153,-0.03899959847331047,-0.07892970740795135,-0.08108216524124146,-0.01740100234746933,-0.25140416622161865,0.11498452723026276,-0.0020677531138062477,0.01962215267121792,-0.11549267917871475,0.0011819582432508469,-0.018420832231640816,0.1662175953388214,0.30789914727211,-0.06194623187184334,-0.0828571617603302,0.34978777170181274,-0.03210323676466942,0.13996277749538422,0.6171742081642151,0.13982100784778595,-0.09393833577632904,0.6590229868888855,0.15718357264995575,0.14156445860862732,0.6586909294128418,0.1504838913679123,-0.09784645587205887,0.7020490765571594,0.1685681790113449,0.16600844264030457,0.7315329909324646,0.04103248938918114,-0.10865435749292374,0.7563774585723877,0.03596247732639313
1,-0.003321967553347349,-0.6152844429016113,-0.3544565737247467,0.0007997534121386707,-0.6559233069419861,-0.33454275131225586,0.001085971831344068,-0.6562278270721436,-0.33371061086654663,0.001125830807723105,-0.6566960215568542,-0.33421945571899414,-0.033706746995449066,-0.6491739153862,-0.33930495381355286,-0.033264413475990295,-0.6498684287071228,-0.3400290310382843,-0.03353239595890045,-0.6510176062583923,-0.33954834938049316,0.03654401749372482,-0.64510577917099,-0.2076183557510376,-0.11706855893135071,-0.623943030834198,-0.242067351937294,0.01386950071901083,-0.5912706255912781,-0.31022363901138306,-0.03093254752457142,-0.583233654499054,-0.31911760568618774,0.13581180572509766,-0.44613000750541687,-0.08136506378650665,-0.1786755919456482,-0.43049323558807373,-0.22035369277000427,0.16070851683616638,-0.23037126660346985,-0.01982124149799347,-0.211980938911438,-0.1984083503484726,-0.20638221502304077,0.22374776005744934,-0.023957857862114906,-0.10945993661880493,-0.16383972764015198,0.03348230570554733,-0.2742133140563965,0.23917563259601593,0.04838785529136658,-0.12969861924648285,-0.15780647099018097,0.11460486799478531,-0.2994055151939392,0.23072175681591034,0.05381806194782257,-0.16667182743549347,-0.1300031542778015,0.1143583357334137,-0.3252236843109131,0.2178298979997635,-0.0071943397633731365,-0.12502911686897278,-0.1452842354774475,0.05094689875841141,-0.2867830991744995,0.11035262793302536,-0.002923981286585331,0.04056953266263008,-0.1108177900314331,0.0020653000101447105,-0.03931572660803795,0.11416499316692352,0.37141847610473633,0.1263783872127533,-0.05952067673206329,0.38022321462631226,-0.029956979677081108,0.13491220772266388,0.688018262386322,0.30345049500465393,-0.0475521981716156,0.7146111130714417,0.11791306734085083,0.1415279060602188,0.7302052974700928,0.309374064207077,-0.04746856912970543,0.7590543031692505,0.12313470989465714,0.22498008608818054,0.7693037390708923,0.20396986603736877,-0.021747015416622162,0.8256569504737854,-0.017770469188690186
2,-0.003049480728805065,-0.6129884719848633,-0.3682927191257477,-0.0009974115528166294,-0.6525645852088928,-0.3499029576778412,-0.0007381531759165227,-0.6528703570365906,-0.34901437163352966,-0.0007463396177627146,-0.6534602046012878,-0.34929028153419495,-0.03394661098718643,-0.6465218663215637,-0.35741546750068665,-0.03355023264884949,-0.6473254561424255,-0.3581453263759613,-0.03382570669054985,-0.6484580039978027,-0.3576051592826843,0.0240413136780262,-0.6408668160438538,-0.22462119162082672,-0.11950865387916565,-0.6224455237388611,-0.27513939142227173,0.010463668964803219,-0.588828444480896,-0.3242214620113373,-0.03189552202820778,-0.5817880034446716,-0.3376980423927307,0.11958586424589157,-0.4460972845554352,-0.10228480398654938,-0.18556052446365356,-0.42939630150794983,-0.254768043756485,0.14131097495555878,-0.22913742065429688,-0.03359130024909973,-0.20901159942150116,-0.19575351476669312,-0.24404647946357727,0.1932171881198883,-0.01621725596487522,-0.1134977787733078,-0.1552545130252838,0.041748493909835815,-0.3013651669025421,0.20460358262062073,0.0569218248128891,-0.13465330004692078,-0.1397390365600586,0.12129347771406174,-0.32504579424858093,0.19302178919315338,0.06354324519634247,-0.16813965141773224,-0.10937478393316269,0.11951157450675964,-0.34775787591934204,0.18508249521255493,0.0012150377733632922,-0.12759019434452057,-0.13377557694911957,0.05752550810575485,-0.3113913834095001,0.1074904128909111,-0.004389835521578789,0.04743100330233574,-0.10797949880361557,0.003574726637452841,-0.046081528067588806,0.10551389306783676,0.38193273544311523,0.17429153621196747,-0.04170214384794235,0.3846301734447479,-0.021456558257341385,0.1337370127439499,0.6929783821105957,0.3819214999675751,-0.008680210448801517,0.7136395573616028,0.11575416475534439,0.14175434410572052,0.7343060970306396,0.3929821252822876,-0.006072708405554295,0.7570784687995911,0.12101086974143982,0.23702341318130493,0.7769805788993835,0.30096709728240967,0.022112859413027763,0.8302822113037109,-0.013564296066761017
3,-0.0009699452202767134,-0.610950767993927,-0.35842645168304443,0.0011727005476132035,-0.6497684717178345,-0.3394802510738373,0.001419566571712494,-0.6501274704933167,-0.3386145532131195,0.0014047063887119293,-0.6507377028465271,-0.3389362692832947,-0.03162585198879242,-0.6442575454711914,-0.34722378849983215,-0.031220996752381325,-0.6451041102409363,-0.3479289412498474,-0.03150733560323715,-0.6462348699569702,-0.34743693470954895,0.024266980588436127,-0.6386755108833313,-0.21428394317626953,-0.11809592694044113,-0.6217162013053894,-0.2647979259490967,0.012105469591915607,-0.5871265530586243,-0.31435883045196533,-0.029903894290328026,-0.5807024836540222,-0.3278125822544098,0.11506582051515579,-0.44926297664642334,-0.09437759220600128,-0.1860657036304474,-0.4296245276927948,-0.24505065381526947,0.14479130506515503,-0.23396247625350952,-0.027239706367254257,-0.20565150678157806,-0.1957467496395111,-0.23912325501441956,0.20864306390285492,-0.024424560368061066,-0.1081201434135437,-0.1541793793439865,0.039100706577301025,-0.3024848699569702,0.22307173907756805,0.04837475344538689,-0.12725192308425903,-0.1313386857509613,0.11807972937822342,-0.32621607184410095,0.21320466697216034,0.05809513479471207,-0.16108712553977966,-0.10082896053791046,0.11460056900978088,-0.34924280643463135,0.20192405581474304,-0.006079325918108225,-0.122042216360569,-0.13080891966819763,0.05400243401527405,-0.31251415610313416,0.10534612089395523,-0.005912149325013161,0.05168221518397331,-0.10588397830724716,0.005103733856230974,-0.05027422681450844,0.1103556677699089,0.3869701325893402,0.17596110701560974,-0.035027362406253815,0.38965001702308655,-0.010915324091911316,0.1457587331533432,0.6938531398773193,0.3770015835762024,0.0052587613463401794,0.7173458933830261,0.1198870986700058,0.159889817237854,0.7342275977134705,0.387934148311615,0.008503714576363564,0.760367751121521,0.12613071501255035,0.2630491852760315,0.7762194275856018,0.29254627227783203,0.03286211937665939,0.833402156829834,-0.008191217668354511
4,0.007751748897135258,-0.6027638912200928,-0.37189432978630066,0.004920658189803362,-0.6409747004508972,-0.3545084595680237,0.005169985815882683,-0.6413968801498413,-0.3536253869533539,0.005060968454927206,-0.6420403122901917,-0.3538496792316437,-0.02527308464050293,-0.6355869174003601,-0.36569449305534363,-0.024928733706474304,-0.6364892721176147,-0.366384357213974,-0.02523127943277359,-0.6376422047615051,-0.3658117651939392,0.023226702585816383,-0.631138026714325,-0.2294522523880005,-0.11592559516429901,-0.6147137880325317,-0.29783108830451965,0.013403228484094143,-0.5797827243804932,-0.3270549178123474,-0.025462456047534943,-0.5737999677658081,-0.3456486463546753,0.11379429697990417,-0.44915568828582764,-0.11460615694522858,-0.18765731155872345,-0.4232887923717499,-0.2726038992404938,0.14566385746002197,-0.23382186889648438,-0.04589422419667244,-0.20278742909431458,-0.18931902945041656,-0.26283374428749084,0.2092336267232895,-0.02349056862294674,-0.11449378728866577,-0.14989691972732544,0.0453912578523159,-0.3124570846557617,0.2252880334854126,0.04816291853785515,-0.13459135591983795,-0.1260121911764145,0.12202107906341553,-0.3346056342124939,0.21422071754932404,0.05688587203621864,-0.16816052794456482,-0.09492066502571106,0.11792774498462677,-0.3568747043609619,0.20255182683467865,-0.005066422279924154,-0.1281518191099167,-0.125504732131958,0.05963664501905441,-0.322110116481781,0.1045399010181427,-0.00727949570864439,0.052453432232141495,-0.10507331043481827,0.006495332345366478,-0.050957899540662766,0.10567430406808853,0.3939974009990692,0.1795901507139206,-0.032125137746334076,0.39351126551628113,-0.010250120423734188,0.14691583812236786,0.7031463384628296,0.3660549819469452,0.006876027677208185,0.7242341041564941,0.11359445005655289,0.1622239053249359,0.7435176968574524,0.3756708800792694,0.009817421436309814,0.7678512334823608,0.11838793754577637,0.2623912990093231,0.7838662266731262,0.2821420431137085,0.028575900942087173,0.8455795049667358,-0.014069125056266785
5,0.05295355245471001,-0.6007606387138367,-0.35510778427124023,0.04312705248594284,-0.6392397284507751,-0.34086155891418457,0.04332062602043152,-0.6396821141242981,-0.3399108648300171,0.043138109147548676,-0.6403071880340576,-0.33991169929504395,0.018452366814017296,-0.6335961818695068,-0.3606167733669281,0.018797025084495544,-0.6345142126083374,-0.3616113066673279,0.01840304397046566,-0.635686993598938,-0.3611961901187897,0.02512815222144127,-0.6315131783485413,-0.21588432788848877,-0.09238529205322266,-0.6145601272583008,-0.2877008020877838,0.045134905725717545,-0.5789105892181396,-0.3080066740512848,0.01323255617171526,-0.5727015733718872,-0.34242185950279236,0.11388031393289566,-0.4548046588897705,-0.10607603192329407,-0.17994843423366547,-0.42375296354293823,-0.2712775468826294,0.1500304490327835,-0.2377263903617859,-0.02515016496181488,-0.1872992068529129,-0.18955880403518677,-0.26703354716300964,0.22517068684101105,-0.027835650369524956,-0.060028862208127975,-0.147307351231575,0.04506656900048256,-0.30945053696632385,0.24345307052135468,0.04553283005952835,-0.07315688580274582,-0.12535624206066132,0.12438295781612396,-0.33192700147628784,0.23313644528388977,0.05449625104665756,-0.10892314463853836,-0.09235536307096481,0.123652383685112,-0.3539167046546936,0.2196657806634903,-0.007073927670717239,-0.07410755753517151,-0.12213842570781708,0.06129957735538483,-0.3191823363304138,0.10266110301017761,-0.008180297911167145,0.0551123283803463,-0.10320160537958145,0.00740449596196413,-0.05351048707962036,0.10881552845239639,0.3920689821243286,0.16332219541072845,-0.026697220280766487,0.39218440651893616,-0.004897392820566893,0.15174394845962524,0.7014264464378357,0.34881824254989624,0.021664462983608246,0.7193281054496765,0.11704851686954498,0.1675359159708023,0.7418463230133057,0.3589699864387512,0.02538522519171238,0.7627009153366089,0.12132498621940613,0.2684593200683594,0.7901521325111389,0.2693372070789337,0.0419364757835865,0.8393725752830505,-0.0014967493480071425
6,0.0792456865310669,-0.5888001918792725,-0.32808852195739746,0.06330153346061707,-0.6287316679954529,-0.31761905550956726,0.06351235508918762,-0.6291511654853821,-0.31672438979148865,0.0633009523153305,-0.6298275589942932,-0.31658244132995605,0.04441964253783226,-0.6233639121055603,-0.35055169463157654,0.044806789606809616,-0.6243362426757812,-0.3511544466018677,0.04436705261468887,-0.6255642771720886,-0.350782185792923,0.020534345880150795,-0.6274251937866211,-0.20393511652946472,-0.07751243561506271,-0.6111627221107483,-0.2993786036968231,0.06041416898369789,-0.5692724585533142,-0.2835957109928131,0.03574803099036217,-0.5635148882865906,-0.33112773299217224,0.09628324210643768,-0.45661112666130066,-0.10322695225477219,-0.17944569885730743,-0.42394155263900757,-0.2841356098651886,0.14178842306137085,-0.2408706396818161,-0.021280786022543907,-0.18502531945705414,-0.18803204596042633,-0.28258630633354187,0.2195439487695694,-0.03305463120341301,-0.058395158499479294,-0.14403243362903595,0.04906788095831871,-0.3169853091239929,0.23768067359924316,0.04326426610350609,-0.07266755402088165,-0.12312986701726913,0.13081446290016174,-0.34010499715805054,0.2286183089017868,0.05351758003234863,-0.10785476863384247,-0.09015583992004395,0.12988419830799103,-0.3618927597999573,0.21456757187843323,-0.011358148418366909,-0.0727163553237915,-0.1212644949555397,0.06599351018667221,-0.326078861951828,0.0989462211728096,-0.008825980126857758,0.05880875885486603,-0.0994865745306015,0.008048532530665398,-0.05709195137023926,0.0965946763753891,0.4000827670097351,0.18905778229236603,-0.02848266065120697,0.3909348249435425,-0.0051318081095814705,0.1456829160451889,0.710630476474762,0.3660447895526886,0.009715763852000237,0.7170771360397339,0.11190691590309143,0.16373495757579803,0.7514492869377136,0.37590596079826355,0.012578274123370647,0.7603095769882202,0.11584842950105667,0.2605569064617157,0.8006234169006348,0.2933378517627716,0.04053666815161705,0.8366215229034424,-0.005812828429043293
7,0.12005016207695007,-0.5899756550788879,-0.22031444311141968,0.10131237655878067,-0.6303179264068604,-0.210516095161438,0.10146602988243103,-0.6307210326194763,-0.20975306630134583,0.10122092813253403,-0.631367564201355,-0.20973026752471924,0.09073284268379211,-0.6247923374176025,-0.24164435267448425,0.09112897515296936,-0.6257479786872864,-0.2421320676803589,0.09060955792665482,-0.6269627213478088,-0.24184221029281616,0.022349504753947258,-0.6359689235687256,-0.11809069663286209,-0.03442539647221565,-0.6179611086845398,-0.2704474627971649,0.08808944374322891,-0.570106029510498,-0.1844881922006607,0.07373940944671631,-0.5642147064208984,-0.22832201421260834,0.08789914101362228,-0.47139695286750793,-0.03268614038825035,-0.16768115758895874,-0.43919697403907776,-0.27041685581207275,0.13139116764068604,-0.24413704872131348,0.022912362590432167,-0.18075153231620789,-0.19027860462665558,-0.2689594030380249,0.2121305763721466,-0.03497324138879776,-0.02667793445289135,-0.1286458969116211,0.045409418642520905,-0.3103913366794586,0.2314477115869522,0.04227808117866516,-0.03785492479801178,-0.1122075766324997,0.12756550312042236,-0.3321419358253479,0.22556807100772858,0.05228987708687782,-0.06995217502117157,-0.07762958854436874,0.12447340041399002,-0.350536972284317,0.20878197252750397,-0.013141426257789135,-0.040952105075120926,-0.10783181339502335,0.061580829322338104,-0.31653887033462524,0.0938754752278328,-0.009416439570486546,0.06269370019435883,-0.09446960687637329,0.008692782372236252,-0.061047349125146866,0.0966707319021225,0.39449548721313477,0.17806175351142883,-0.02738613449037075,0.3898681700229645,-0.014932427555322647,0.1384688764810562,0.7102402448654175,0.34843939542770386,0.0029754978604614735,0.7179084420204163,0.08174554258584976,0.15579763054847717,0.7518886923789978,0.3574184775352478,0.005207038018852472,0.7612139582633972,0.08354136347770691,0.25598371028900146,0.8042526841163635,0.27633872628211975,0.04665810614824295,0.8348156213760376,-0.03629615157842636
8,0.12759838998317719,-0.5906575918197632,-0.20065349340438843,0.11005528271198273,-0.6313470005989075,-0.19169653952121735,0.11022058874368668,-0.631737470626831,-0.19092804193496704,0.10992884635925293,-0.63237464427948,-0.19084802269935608,0.10045261681079865,-0.6257928609848022,-0.22080767154693604,0.10081346333026886,-0.6267306208610535,-0.22123247385025024,0.10032359510660172,-0.6279394030570984,-0.22088173031806946,0.023522362112998962,-0.6419540643692017,-0.10157976299524307,-0.023871248587965965,-0.6261370778083801,-0.2585166394710541,0.09349684417247772,-0.570593535900116,-0.16510909795761108,0.08002922683954239,-0.5646359920501709,-0.20658166706562042,0.07168401032686234,-0.48530304431915283,-0.013222533278167248,-0.15863050520420074,-0.4542537331581116,-0.26231783628463745,0.11625909060239792,-0.2585413455963135,0.04492633789777756,-0.1801641434431076,-0.20613864064216614,-0.2725932002067566,0.20914775133132935,-0.05221753567457199,0.0008492445340380073,-0.11444012075662613,0.039310600608587265,-0.30924224853515625,0.2300260215997696,0.028338981792330742,-0.007365734316408634,-0.09904444217681885,0.12583385407924652,-0.3322019577026367,0.22767724096775055,0.039064373821020126,-0.0383637361228466,-0.0593871995806694,0.12109385430812836,-0.34881865978240967,0.20800070464611053,-0.030046161264181137,-0.012652681209146976,-0.09271847456693649,0.05815909802913666,-0.31508851051330566,0.08762599527835846,-0.00982691440731287,0.06884180009365082,-0.08813194930553436,0.009125694632530212,-0.067209392786026,0.08164487034082413,0.3917452096939087,0.22758616507053375,-0.029377000406384468,0.3889462649822235,-0.00010179746459471062,0.10826374590396881,0.7081566452980042,0.41685083508491516,-0.01903311163187027,0.7145796418190002,0.10120511800050735,0.12367647141218185,0.7499027252197266,0.42903366684913635,-0.01748623326420784,0.756953239440918,0.10320796072483063,0.2511502802371979,0.8035534024238586,0.36633071303367615,0.042086247354745865,0.8314789533615112,0.002357522025704384
9,0.1444297730922699,-0.595620334148407,-0.16488879919052124,0.12642204761505127,-0.6382507681846619,-0.1549609899520874,0.12658050656318665,-0.6386126279830933,-0.15415571630001068,0.12621864676475525,-0.6393042206764221,-0.15398018062114716,0.11953914910554886,-0.6330297589302063,-0.1855309158563614,0.1198808029294014,-0.6341204047203064,-0.1859152466058731,0.11941800266504288,-0.6353785991668701,-0.18546250462532043,0.024604301899671555,-0.658371090888977,-0.06850189715623856,-0.006777152884751558,-0.6422293186187744,-0.23107771575450897,0.1050344780087471,-0.5802232027053833,-0.13119803369045258,0.0947914719581604,-0.5747568011283875,-0.17457738518714905,0.06331948190927505,-0.49984148144721985,0.023194465786218643,-0.14318007230758667,-0.47626423835754395,-0.259319007396698,0.10394559800624847,-0.26841893792152405,0.08314540237188339,-0.17917847633361816,-0.23645038902759552,-0.27639806270599365,0.21425221860408783,-0.06765788048505783,0.04305567964911461,-0.10145550966262817,0.017566602677106857,-0.31032809615135193,0.23617365956306458,0.010075205005705357,0.04040343314409256,-0.08412152528762817,0.10701562464237213,-0.3345210552215576,0.2507912218570709,0.021162908524274826,0.007010304369032383,-0.037681758403778076,0.10732336342334747,-0.3482721745967865,0.21264393627643585,-0.04601447284221649,0.02833612821996212,-0.07721982151269913,0.038283731788396835,-0.3150942027568817,0.08220185339450836,-0.009977594949305058,0.0751275047659874,-0.08267819136381149,0.009296778589487076,-0.07352496683597565,0.07347903400659561,0.38942787051200867,0.22976350784301758,-0.03076287917792797,0.38871169090270996,0.00014371389988809824,0.09113731235265732,0.7058529853820801,0.4063681364059448,-0.04130976274609566,0.713989794254303,0.1042511835694313,0.10522950440645218,0.7476170659065247,0.41703149676322937,-0.04165942966938019,0.7563198208808899,0.10730336606502533,0.24558305740356445,0.8003789782524109,0.355258584022522,0.03486126661300659,0.8296300172805786,0.003173737321048975
